¥éËCatalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 1077460,Specimen/Lot,"Anthogorgia aff. glomerata Thomson & Simpson, 1909",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",9-Jun-86,"Anthogorgia glomerata Thomson & Simpson, 1909 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),X-1,"Forhan, T.",8/22/79,,North Pacific Ocean,,,Philippines,,,,Bohol Island,10.2983,124.182,,,Alpha Helix R/V,,,,30.00,,,,,,,260812,,,,,,,,1/15/17 18:30,http://n2t.net/ark:/65665/330ad43cd-b948-4ce5-a0cb-c02065784373
USNM 43085,Specimen/Lot,"Anthogorgia aurea Nutting, 1910",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Nutting, C. C.",,"Anthogorgia aurea Nutting, 1910 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Syntype,"Nutting. 1910. Siboga Exped. 13 (part b3): 26, pl. 3, fig. 1,1a, pl. 29, fig. 9.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),15,,03/15/1899,,South Pacific Ocean,,,Indonesia,Java,,,"Greater Sunda Islands, Kangean Islands, Sapanjang Island",-7.045,115.395,,Siboga Expedition,Siboga R/V,,,,100.00,,,,,,,131487,,,,,,,,1/15/17 18:07,http://n2t.net/ark:/65665/3b382255b-025b-496d-93b3-810f83adeb1e
USNM 44173,Specimen/Lot,"Anthogorgia bocki Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Aurivillius, M.",,"Anthogorgia bocki Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,Holotype,"Chun. 1931. K. Svenska Vetensk. Akad. Handl. 9(4): 90-94, fig. 19, pl. 3, fig. 1.",Schizotype,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 Fragment(s),,Alcohol (Ethanol),,"Bock, S.",8/2/18,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, East Of Chichi Jima",,,,,,,,,165.00,,,,,,,181299,,,,,,,,1/27/21 20:25,http://n2t.net/ark:/65665/3e53cba2e-8b20-4e72-a104-53252ed002cf
USNM 50591,Specimen/Lot,"Anthogorgia bocki Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Anthogorgia bocki Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),4880,United States Fish Commission,8/3/10,"Trawl - Agassiz beam, 9 ft",North Pacific Ocean,Sea of Japan,,Japan,Saga,,,"Korea Strait, Eastern Channel, Okino Island, SE of",34.2667,130.267,,Northwestern Pacific Expedition,Albatross R/V,,,,108.00,,,,USFC/A4880,,,0,,,,,,,,6/27/19 21:28,http://n2t.net/ark:/65665/35b534791-4b17-48e4-bf21-91381edd7933
USNM 79983,Specimen/Lot,"Anthogorgia bocki Aurivillius, 1931",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,"Anthogorgia bocki Aurivillius, 1931 : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,Tanaka,10/26/90,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Hedo Point",26.87,128.26,,,,,,,25.00,,,,,,,350091,,,,,,,,5/11/20 17:32,http://n2t.net/ark:/65665/3a598ccbd-a8b7-4d73-9359-c96790b27851
USNM 58989,Specimen/Lot,"Anthogorgia divaricata (Verrill, 1865)",Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,"Anthogorgia divaricata (Verrill, 1865) : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria",,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,"Scott, T. J.",6/2/09,,North Pacific Ocean,,,China,,,,"Hong Kong, Po Toi Island",,,,,,,,,25.00,,,,,,specimen number : 19,336337,,,,,,,,3/12/17 21:03,http://n2t.net/ark:/65665/3dac84e94-6c50-41f6-99d8-a473fec1a61c
USNM 57501,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),3731,United States Fish Commission,5/17/04,"Trawl - Tanner Beam, 8 ft",North Pacific Ocean,,,Japan,Shizuoka,,,"Honshu Island, Suruga Bay, Omae Zaki",,,,,Albatross R/V,,,,68.00,,,,USFC/A3731,,,46427,,,,,,,,4/22/19 19:28,http://n2t.net/ark:/65665/3a15cad48-a984-4ba0-83f3-cd30724ba920
USNM 75373,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",9/17/88,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.83,,,,,,,22.00,,,,,,Original Number : OK0751KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3f1fc79eb-7098-42a8-9295-1d1e1e3c6fd2
USNM 75374,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",9/20/88,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.833,,,,,,,24.00,,,,,,Original Number : OK0765KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/383c83e36-25a8-49b7-a1e6-08f87c3c442c
USNM 75375,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",9/20/88,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.833,,,,,,,24.00,,,,,,Original Number : OK0766KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3dabca031-babc-4d20-98b3-6d5ef98c0170
USNM 75376,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",9/20/88,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7233,127.83,,,,,,,24.00,,,,,,Original Number : OK0768KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/32c56a2c9-47f5-47ae-b474-ea1ac0d1a548
USNM 75393,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",9/21/88,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Bise",26.7083,127.875,,,,,,,33.00,,,,,,Original Number : OK0783KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/387b537d4-a43c-4810-83ee-6ccadd3527d2
USNM 75394,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),,"Muzik, K.",,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Bise",26.7014,127.875,,,,,,,,,,,,,Original Number : OK0785KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/326f98af0-0bff-4848-a6c1-d4b5ae9df596
USNM 75575,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",7/6/85,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.73,127.75,,,,,,,30.00,,,,,,Original Number : OK0014KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3b13a7a29-b2a5-4a07-8141-9f0431e49dbd
USNM 75732,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",7/6/85,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.73,127.75,,,,,,,30.00,,,,,,Original Number : OK0019KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/34dd1e887-bd9a-4561-801f-41c7317ddf15
USNM 75762,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2 ca.,,Dry,,"Muzik, K.",7/13/85,,North Pacific Ocean,,,Japan,,,,Yuronjima,27.0583,128.42,,,,,,,42.00,,,,,,Original Number : OK0064KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3c9f27d8f-429a-40f0-b428-9e3215be5e8a
USNM 75771,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",7/28/85,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Sesoko Island",26.63,127.85,,,,,,,25.00,,,,,,Original Number : OK0080KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/31ce99b5d-5041-45e6-a7ac-65d78d658fed
USNM 75876,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/24/85,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Oku",26.85,128.28,,,,,,,29.00,,,,,,Original Number : OK0212KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3a4883f0e-f03e-4ef8-8b6b-4094bef4021f
USNM 75917,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",6/4/86,,North Pacific Ocean,,,Japan,,,,"Amamioshima, Konia",28.17,129.33,,,,,,,20.00,,,,,,Original Number : OK0263KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/350478bd9-05df-4182-8441-6f225ddf6f2c
USNM 75947,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",6/13/86,,North Pacific Ocean,,,Japan,,,,"Tokunoshima, San",27.83,129,,,,,,,15.00,,,,,,Original Number : OK0301KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3e66fe674-b893-4085-a4f4-01df407ec771
USNM 76056,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",9/20/86,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Bise",26.7,127.87,,,,,,,30.00,,,,,,Original Number : OK0436KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3c72d1192-b4c8-48ae-88c2-869aa878c390
USNM 76079,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",10/3/86,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Adakajima",26.75,128.33,,,,,,,33.00,,,,,,Original Number : OK0464KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3b21e44a2-df8c-46ec-849d-8c9e00454eb7
USNM 76081,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",10/3/86,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Adakajima",26.75,128.33,,,,,,,20.00,,,,,,Original Number : OK0466KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3fc70e8bb-9bb0-4f43-bd92-8164ade60f1a
USNM 76116,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",1/1/87,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Iejima",26.7,127.83,,,,,,,24.00,,,,,,Original Number : OK0504KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3a31067f5-8cd7-495e-aef8-3b5d0283487a
USNM 76283,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",6/25/88,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Bise",26.7,127.87,,,,,,,30.00,,,,,,Original Number : OK0701KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3d22dbd62-ae33-42e4-ac45-992924f3b514
USNM 76288,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",10/3/86,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Adakajima",26.75,128.33,,,,,,,27.00,,,,,,Original Number : OK0796KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/329d4e4c7-5d6f-4da1-8cf4-309bc6cd2910
USNM 76293,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",9/20/86,,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Bise",26.7,127.87,,,,,,,23.00,,,,,,Original Number : OK0801KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3bfd87c76-157d-479a-a605-1d6ec75c2c71
USNM 76965,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Aug-90,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5401,United States Fish Commission,3/17/13,"Trawl - McCormick, 6 ft",North Pacific Ocean,Visayan Sea,,Philippines,Cebu,,,"Malapascua Island, off North coast Cebu Island",11.4125,124.1,,Philippines Expedition,Albatross R/V,,,,55.00,,,,USFC/A5401,,,67302,,,,,,,,8/6/19 18:16,http://n2t.net/ark:/65665/364127ffc-da8e-41ff-9ac1-4e0552fd7ba0
USNM 77527,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0011KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/35fe1cf79-db58-40e4-bb44-877123076626
USNM 77528,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/14/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Chichi Jima, Miyanohama",27.1,142.2,,,,,,,25.00,,,,,,Original Number : OG0012KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/32744d340-7733-4fd2-ab0c-d31428e117c6
USNM 77554,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/16/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ani Shima, Takinoura",27.1083,142.203,,,,,,,20.00,,,,,,Original Number : OG0041KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3fa392d12-dfc4-4808-9dd9-548391183195
USNM 77582,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,34.00,,,,,,Original Number : OG0073KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/35d6778a5-e242-47a5-af99-615817d4392d
USNM 77589,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,34.00,,,,,,Original Number : OG0082KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3dc307623-af42-45d7-ad0f-fd0d962fdf27
USNM 77591,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/21/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Aniseto, Tamanohama",26.1033,142.208,,,,,,,34.00,,,,,,Original Number : OG0084KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/34243aa4d-809c-43f9-b5b4-df2820fef669
USNM 77597,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,,"Muzik, K.",11/22/86,,North Pacific Ocean,,,Japan,,,,"Bonin Islands, Ototojima, Komori",27.175,142.18,,,,,,,35.00,,,,,,Original Number : OG0090KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/38f4154bf-18a8-4ce0-a71d-cc87be2f13e2
USNM 77621,Specimen/Lot,Anthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Muzik, Katherine, (UNITED STATES)",,Anthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Dry,,"Muzik, K.",5/25/86,,North Pacific Ocean,,,Japan,,,,"Honshu Island, Izu",34.8,139.2,,,,,,,27.00,,,,,,Original Number : JP0030KM,350091,,,,,,,,5/11/20 17:36,http://n2t.net/ark:/65665/3c4d17b49-eb11-4762-89b9-ac8e1edb103c
